concentration_CH4,concentration_CO2,concentration_H2,concentration_H2O,concentration_O2,pressure_bar,temperature_kelvin
0.02,0.04,0.00000008,0.0123,0.08,1.145,324.62
0.03,0.03,0.00000008,0.0123,0.22,1.1394,324.67
0.01,0.0004,0.00000008,0.0123,0.08,1.0308,309.02
0.03,0.02,0.05,0.0123,0.24,1.0683,322.04
0.005,0.0004,0.00000008,0.0123,0.12,1.0294,306.04
0.05,0.01,0.00000008,0.0123,0.21,1.1281,322.3
0.01,0.0004,0.00000008,0.0123,0.65,1.0872,313.58
0.025,0.01,0.00000008,0.0123,0.12,1.1127,320.06
0.00000163,0.02,0.15,0.0123,0.22,1.069,313.93
0.05,0.01,0.05,0.0123,0.24,1.0568,321.07
0.015,0.03,0.00000009,0.0123,0.28,1.1281,323.37
0.04,0.0004,0.00000008,0.0123,0.12,1.0959,316.47
0.01,0.01,0.00000008,0.0123,0.24,1.0578,314.72
0.005,0.02,0.00000008,0.0123,0.12,1.0748,318.52
0.005,0.0004,0.00000008,0.0123,0.2,1.0294,306.1
0.00000163,0.06,0.00000008,0.0123,0.25,1.0864,316.22
0.02,0.07,0.04,0.0123,0.21,1.1645,327.11
0.05,0.0004,0.00000008,0.0123,0.26,1.0789,317.65
0.05,0.04,0.01,0.0123,0.21,1.14,326.53
0.025,0.04,0.00000009,0.0123,0.21,1.1435,325.46
0.00000163,0.0004,0.00000008,0.0123,0.22,1.0294,287.41
0.05,0.01,0.00000008,0.0123,0.13,1.0587,319.81
0.015,0.06,0.00000008,0.0123,0.04,1.138,324.91
0.035,0.0004,0.00000008,0.0123,0.24,1.0852,316.39
0.04,0.03,0.04,0.0123,0.27,1.0729,324.18
0.02,0.01,0.00000008,0.0123,0.16,1.0933,319.56
0.005,0.08,0.00000008,0.0123,0.28,1.1016,325.35
0.00000163,0.0004,0.00000007,0.0123,0.32,1.0306,288.52
0.01,0.02,0.00000008,0.0123,0.22,1.0681,319.7
0.005,0.0004,0.00000008,0.0123,0.24,1.0293,305.97
0.02,0.01,0.00000008,0.0123,0.4,1.1043,320.45
0.02,0.02,0.00000008,0.0123,0.35,1.1188,322.94
0.02,0.01,0.03,0.0123,0.16,1.1133,320.26
0.005,0.0004,0.00000008,0.0123,0.28,1.0293,305.86
0.00000163,0.02,0.00000009,0.0123,0.24,1.0751,309.9
0.00000163,0.1,0.00000008,0.0123,0.24,1.1097,319.74
0.005,0.04,0.00000009,0.0123,0.21,1.0933,322.25
0.015,0.0004,0.00000008,0.0123,0.2,1.0719,316.63
0.025,0.01,0.00000008,0.0123,0.18,1.1175,320.42
0.005,0.05,0.00000008,0.0123,0.28,1.0944,323.05
0.00000163,0.01,0.00000009,0.0123,0.16,1.0571,305.26
0.02,0.03,0.00000008,0.0123,0.24,1.0755,322.35
0.015,0.03,0.00000009,0.0123,0.16,1.1198,322.84
0.005,0.0004,0.0000001,0.0123,0.16,1.0306,306.42
0.015,0.02,0.00000008,0.0123,0.18,1.1021,321.15
0.00000163,0.06,0.00000008,0.0123,0.16,1.1009,317.17
0.00000163,0.04,0.00000008,0.0123,0.28,1.0848,314.2
0.015,0.0004,0.00000008,0.0123,0.1,1.0636,308.47
0.015,0.05,0.00000008,0.0123,0.26,1.1354,325.31
0.03,0.0004,0.05,0.0123,0.25,1.0315,310.26
0.03,0.01,0.00000007,0.0123,0.2,1.1194,320.89
0.00000163,0.0004,0.09,0.0123,0.17,1.0296,291.52
0.05,0.0004,0.02,0.0123,0.19,1.0858,312.08
0.005,0.04,0.00000008,0.0123,0.25,1.0926,321.86
0.05,0.0004,0.00000008,0.0123,0.23,1.1181,317.41
0.02,0.01,0.04,0.0123,0.14,1.1167,319.41
0.00000163,0.01,0.06,0.0123,0.21,1.0318,304.65
0.00000163,0.0004,0.00000008,0.0123,0.1,1.0294,288.59
0.01,0.0004,0.00000009,0.0123,0.21,1.0306,308.91
0.02,0.02,0.00000008,0.0123,0.17,1.1232,322.04
0.005,0.03,0.00000008,0.0123,0.14,1.0801,320.38
0.03,0.0004,0.00000008,0.0123,0.2,1.1069,315.5
0.005,0.01,0.00000008,0.0123,0.28,1.0544,313.38
0.01,0.02,0.04,0.0123,0.22,1.0635,318.62
0.01,0.06,0.00000008,0.0123,0.16,1.1039,322.73
0.00000163,0.03,0.00000009,0.0123,0.22,1.0819,312.33
0.02,0.02,0.06,0.0123,0.18,1.0655,320.87
0.005,0.0004,0.00000008,0.0123,0.24,1.0306,306.12
0.04,0.1,0.00000008,0.0123,0.22,1.1647,329.5
0.01,0.01,0.00000008,0.0123,0.3,1.0569,314.85
0.00000163,0.02,0.00000009,0.0123,0.24,1.0306,307.68
0.02,0.02,0.05,0.0123,0.22,1.0662,321.37
0.01,0.0004,0.00000009,0.0123,0.18,1.0306,309
0.02,0.0004,0.02,0.0123,0.24,1.0357,307.93
0.05,0.01,0.02,0.0123,0.21,1.124,325.42
0.01,0.03,0.00000008,0.0123,0.2,1.0857,321.45
0.01,0.0004,0.00000008,0.0123,0.16,1.0306,309.09
0.00000163,0.01,0.00000008,0.0123,0.22,1.0306,303.8
0.00000163,0.02,0.00000008,0.0123,0.22,1.0293,307.65
0.00000163,0.0004,0.00000008,0.0123,0.12,1.0306,288.62
0.00000163,0.1,0.01,0.0123,0.21,1.1155,318.87
0.03,0.1,0.00000008,0.0123,0.23,1.1764,329.33
0.02,0.01,0.00000009,0.0123,0.2,1.109,320.34
0.01,0.02,0.00000008,0.0123,0.21,1.0658,319.61
0.02,0.06,0.05,0.0123,0.2,1.1242,323.25
0.00000163,0.01,0.00000008,0.0123,0.1,1.0307,303.97
0.015,0.02,0.00000008,0.0123,0.14,1.1098,321.23
0.01,0.05,0.00000008,0.0123,0.17,1.0933,323.5
0.00000163,0.05,0.06,0.0123,0.2,1.0327,311.94
0.01,0.0004,0.00000008,0.0123,0.16,1.0294,308.86
0.02,0.0004,0.00000008,0.0123,0.08,1.0752,313.17
0.03,0.02,0.00000008,0.0123,0.08,1.1269,322.9
0.01,0.02,0.00000008,0.0123,0.26,1.0743,319.91
0.01,0.0004,0.02,0.0123,0.24,1.0792,309.42
0.00000163,0.05,0.06,0.0123,0.21,1.0842,312.56
0.00000163,0.02,0.05,0.0123,0.19,1.066,306.81
0.015,0.02,0.00000007,0.0123,0.16,1.1165,321.41
0.00000163,0.02,0.00000009,0.0123,0.14,1.0306,307.87
0.005,0.0004,0.00000008,0.0123,0.4,1.0304,305.61
0.04,0.01,0.01,0.0123,0.21,1.1159,321.75
0.005,0.0004,0.00000009,0.0123,0.18,1.0306,306.31
0.02,0.0004,0.00000007,0.0123,0.21,1.0712,317.72
0.05,0.04,0.00000008,0.0123,0.16,1.1612,326.69
0.015,0.06,0.00000008,0.0123,0.16,1.1371,325.75
0.01,0.03,0.00000008,0.0123,0.24,1.0761,321.46
0.00000163,0.0004,0.00000007,0.0123,0.12,1.0295,288.59
0.02,0.0004,0.03,0.0123,0.26,1.0859,310.54
0.03,0.01,0.00000009,0.0123,0.12,1.1179,320.3
0.025,0.0004,0.00000008,0.0123,0.26,1.1007,314.28
0.015,0.0004,0.00000009,0.0123,0.16,1.0631,316.26
0.00000163,0.02,0.00000008,0.0123,0.08,1.0308,307.99
0.04,0.04,0.02,0.0123,0.27,1.142,327.99
0.00000163,0.07,0.00000008,0.0123,0.24,1.0987,317.68
0.01,0.04,0.00000009,0.0123,0.24,1.0867,322.85
0.00000163,0.02,0.00000009,0.0123,0.24,1.0306,307.68
0.005,0.03,0.00000008,0.0123,0.14,1.0766,320.13
0.05,0.06,0.00000008,0.0123,0.22,1.0985,326.56
0.01,0.07,0.00000008,0.0123,0.2,1.1094,325.17
0.025,0.02,0.00000009,0.0123,0.16,1.127,322.97
0.00000163,0.1,0.01,0.0123,0.24,1.093,318.12
0.02,0.0004,0.00000008,0.0123,0.26,1.0712,317.57
0.015,0.01,0.00000008,0.0123,0.4,1.0893,319.39
0.00000163,0.03,0.00000008,0.0123,0.16,1.0661,311.44
0.005,0.01,0.00000008,0.0123,0.32,1.0568,315.61
0.02,0.05,0.00000008,0.0123,0.21,1.0808,323.89
0.02,0.0004,0.05,0.0123,0.27,1.0723,314.6
0.005,0.01,0.00000008,0.0123,0.3,1.0606,315.88
0.02,0.02,0.04,0.0123,0.11,1.1261,324.58
0.02,0.0004,0.00000008,0.0123,0.12,1.0754,309.83
0.01,0.01,0.03,0.0123,0.14,1.1051,317.23
0.005,0.0004,0.00000008,0.0123,0.55,1.0302,305.09
0.03,0.01,0.01,0.0123,0.18,1.1224,320.89
0.02,0.05,0.00000008,0.0123,0.21,1.0931,324.42
0.05,0.04,0.04,0.0123,0.28,1.0804,325.85
0.01,0.0004,0.00000008,0.0123,0.12,1.0306,309.92
0.01,0.03,0.00000008,0.0123,0.26,1.0784,321.55
0.01,0.0004,0.00000007,0.0123,0.1,1.0307,309.34
0.015,0.06,0.00000008,0.0123,0.22,1.1462,325.96
0.01,0.03,0.07,0.0123,0.25,1.1276,322.45
0.00000163,0.04,0.01,0.0123,0.33,1.0876,313.98
0.02,0.02,0.00000008,0.0123,0.25,1.1176,322.29
0.02,0.0004,0.00000008,0.0123,0.3,1.0707,317.4
0.00000163,0.02,0.00000009,0.0123,0.04,1.0751,310.77
0.06,0.02,0.01,0.0123,0.2,1.134,323.78
0.02,0.04,0.00000008,0.0123,0.22,1.0864,323.52
0.05,0.0004,0.00000008,0.0123,0.15,1.0823,317.06
0.01,0.0004,0.00000009,0.0123,0.21,1.0294,308.7
0.005,0.01,0.00000008,0.0123,0.26,1.061,316.04
0.00000163,0.06,0.00000008,0.0123,0.26,1.0858,316.18
0.00000163,0.0004,0.00000007,0.0123,0.24,1.0306,288.57
0.02,0.08,0.02,0.0123,0.26,1.1608,328.04
0.03,0.06,0.01,0.0123,0.17,1.1645,327.57
0.00000163,0.04,0.05,0.0123,0.31,1.0898,309.24
0.02,0.02,0.02,0.0123,0.24,1.1316,322.51
0.045,0.0004,0.00000008,0.0123,0.21,1.1031,316.36
0.02,0.0004,0.00000007,0.0123,0.21,1.0712,317.71
0.015,0.0004,0.00000008,0.0123,0.26,1.0631,316.28
0.025,0.0004,0.00000008,0.0123,0.14,1.1016,314.6
0.08,0.0004,0.00000008,0.0123,0.25,1.0818,318.57
0.00000163,0.08,0.00000009,0.0123,0.21,1.1012,318.81
0.02,0.0004,0.01,0.0123,0.17,1.0354,307.97
0.01,0.0004,0.02,0.0123,0.23,1.0357,310.96
0.00000163,0.03,0.00000008,0.0123,0.1,1.0864,313.28
0.02,0.0004,0.01,0.0123,0.27,1.0357,308.15
0.05,0.0004,0.05,0.0123,0.17,1.0322,314.52
0.02,0.02,0.00000008,0.0123,0.18,1.1167,322.42
0.00000163,0.06,0.00000008,0.0123,0.21,1.0845,316.19
0.07,0.04,0.03,0.0123,0.22,1.1656,327.39
0.015,0.01,0.00000008,0.0123,0.22,1.0974,319.32
0.09,0.03,0.01,0.0123,0.22,1.1538,326.21
0.015,0.01,0.00000008,0.0123,0.21,1.1155,319.52
0.04,0.0004,0.00000008,0.0123,0.21,1.0806,312.89
0.03,0.03,0.00000008,0.0123,0.16,1.1377,324.53
0.02,0.01,0.02,0.0123,0.16,1.1088,319.5
0.02,0.05,0.00000008,0.0123,0.21,1.0808,323.89
0.02,0.04,0.00000008,0.0123,0.26,1.134,325.07
0.00000163,0.06,0.00000009,0.0123,0.24,1.0868,316.3
0.01,0.02,0.12,0.0123,0.21,1.1183,317.28
0.00000163,0.05,0.05,0.0123,0.18,1.0951,312.06
0.01,0.07,0.00000008,0.0123,0.14,1.0992,325.08
0.01,0.0004,0.00000008,0.0123,0.25,1.0914,315.75
0.02,0.0004,0.00000008,0.0123,0.4,1.0693,317
0.005,0.0004,0.00000009,0.0123,0.12,1.0306,306.23
0.02,0.0004,0.00000008,0.0123,0.21,1.0718,317.76
0.02,0.04,0.01,0.0123,0.2,1.1495,325
0.03,0.0004,0.01,0.0123,0.24,1.0819,315.4
0.00000163,0.01,0.00000009,0.0123,0.14,1.0294,302.9
0.035,0.05,0.00000008,0.0123,0.21,1.1533,326.77
0.01,0.0004,0.00000008,0.0123,0.18,1.0306,309.02
0.04,0.02,0.02,0.0123,0.23,1.1275,323.69
0.00000163,0.01,0.00000008,0.0123,0.18,1.0306,303.87
0.015,0.08,0.00000009,0.0123,0.2,1.1489,327.09
0.01,0.06,0.00000008,0.0123,0.22,1.0985,324.28
0.02,0.01,0.00000008,0.0123,0.32,1.1037,320.37
0.005,0.07,0.00000008,0.0123,0.18,1.1074,324.13
0.02,0.04,0.02,0.0123,0.18,1.0826,323.86
0.005,0.03,0.00000007,0.0123,0.24,1.09,320.92
0.01,0.05,0.00000008,0.0123,0.21,1.0968,324.07
0.03,0.02,0.01,0.0123,0.14,1.1297,322.96
0.00000163,0.02,0.00000008,0.0123,0.26,1.0306,307.63
0.02,0.04,0.04,0.0123,0.24,1.0794,323.34
0.005,0.0004,0.00000008,0.0123,0.26,1.0306,306.07
0.01,0.04,0.00000008,0.0123,0.21,1.0845,322.6
0.015,0.0004,0.00000008,0.0123,0.24,1.0632,316.32
0.04,0.06,0.00000008,0.0123,0.22,1.1702,328.06
0.01,0.0004,0.00000008,0.0123,0.16,1.0294,308.86
0.03,0.0004,0.00000008,0.0123,0.24,1.1065,314.99
0.04,0.0004,0.02,0.0123,0.14,1.0965,314.85
0.00000163,0.02,0.00000009,0.0123,0.26,1.068,309.54
0.01,0.03,0.00000008,0.0123,0.36,1.1282,322.97
0.12,0.05,0.00000008,0.0123,0.21,1.1921,329.08
0.02,0.07,0.00000008,0.0123,0.22,1.1322,326.8
0.00000163,0.3,0.00000008,0.0124,0.2,1.0897,318.42
0.005,0.06,0.00000009,0.0123,0.22,1.1007,323.75
0.005,0.0004,0.00000008,0.0123,0.2,1.0294,306.1
0.005,0.0004,0.00000008,0.0123,0.21,1.0294,305.75
0.015,0.03,0.00000008,0.0123,0.21,1.1216,323.59
0.02,0.03,0.00000008,0.0123,0.2,1.1274,323.54
0.06,0.03,0.00000008,0.0123,0.3,1.1439,326.13
0.00000163,0.03,0.00000008,0.0123,0.12,1.0791,311.8
0.01,0.04,0.00000008,0.0123,0.21,1.0866,322.67
0.03,0.01,0.00000008,0.0123,0.16,1.1183,320.82
0.005,0.0004,0.00000008,0.0123,0.35,1.0305,305.78
0.00000163,0.03,0.00000008,0.0123,0.26,1.0785,311.76
0.03,0.01,0.09,0.0123,0.2,1.1199,320.62
0.02,0.02,0.08,0.0123,0.21,1.0582,321.06
0.005,0.06,0.00000008,0.0123,0.3,1.1341,324.78
0.01,0.0004,0.00000008,0.0123,0.14,1.0294,308.92
0.03,0.03,0.00000009,0.0123,0.16,1.1376,324.53
0.00000163,0.03,0.00000008,0.0123,0.08,1.075,312.46
0.07,0.0004,0.00000008,0.0123,0.17,1.0815,315.21
0.005,0.01,0.00000008,0.0123,0.3,1.0569,315.73
0.02,0.01,0.00000008,0.0123,0.29,1.0604,318.3
0.01,0.01,0.00000008,0.0123,0.35,1.0565,314.88
0.02,0.03,0.00000008,0.0123,0.28,1.1423,324.1
0.04,0.04,0.00000008,0.0123,0.3,1.1611,326.49
0.03,0.0004,0.00000009,0.0123,0.28,1.1064,313.33
0.005,0.03,0.00000008,0.0123,0.16,1.0799,320.24
0.01,0.04,0.00000008,0.0123,0.18,1.0888,322.79
0.005,0.02,0.00000008,0.0123,0.18,1.0681,318.42
0.00000163,0.04,0.08,0.0123,0.2,1.065,311.04
0.05,0.0004,0.00000008,0.0123,0.21,1.1031,316.35
0.005,0.02,0.00000009,0.0123,0.08,1.0688,318.03
0.02,0.04,0.00000008,0.0123,0.2,1.1334,324.87
0.01,0.0004,0.00000008,0.0123,0.3,1.0305,308.55
0.00000163,0.0004,0.00000008,0.0123,0.22,1.0306,288.58
0.00000163,0.0004,0.04,0.0123,0.26,1.0293,293.45
0.01,0.01,0.00000008,0.0123,0.24,1.0571,316.71
0.015,0.02,0.00000008,0.0123,0.28,1.1181,321.94
0.015,0.0004,0.00000008,0.0123,0.45,1.0618,315.55
0.005,0.01,0.00000008,0.0123,0.16,1.0644,313.77
0.00000163,0.0004,0.00000009,0.0123,0.21,1.0294,288.57
0.005,0.0004,0.00000009,0.0123,0.28,1.0306,306.02
0.01,0.05,0.05,0.0123,0.21,1.1043,323.26
0.015,0.0004,0.00000008,0.0123,0.21,1.0627,316.47
0.02,0.05,0.00000008,0.0123,0.12,1.1382,325.28
0.01,0.0004,0.06,0.0123,0.19,1.0327,308.13
0.025,0.04,0.00000008,0.0123,0.18,1.1429,325.44
0.06,0.01,0.00000008,0.0123,0.2,1.1268,322.57
0.00000163,0.02,0.03,0.0123,0.17,1.0694,307.7
0.00000163,0.03,0.02,0.0123,0.17,1.0763,310.44
0.00000163,0.05,0.00000008,0.0123,0.2,1.089,315.63
0.005,0.01,0.00000008,0.0123,0.04,1.0631,314.81
0.00000163,0.01,0.00000007,0.0123,0.22,1.0306,303.8
0.01,0.01,0.00000008,0.0123,0.21,1.0546,316.8
0.01,0.03,0.00000008,0.0123,0.21,1.0817,321.5
0.00000163,0.05,0.05,0.0123,0.16,1.0975,312.1
0.05,0.0004,0.00000008,0.0123,0.22,1.1033,316.61
0.02,0.04,0.04,0.0123,0.24,1.0797,324.28
0.00000163,0.02,0.00000008,0.0123,0.1,1.0307,307.94
0.015,0.0004,0.00000008,0.0123,0.08,1.0636,308.39
0.00000163,0.02,0.00000008,0.0123,0.23,1.0294,306.86
0.07,0.0004,0.05,0.0123,0.17,1.0751,319.91
0.005,0.0004,0.00000008,0.0123,0.21,1.0294,305.76
0.05,0.0004,0.01,0.0123,0.19,1.0877,316.71
0.015,0.0004,0.00000008,0.0123,0.21,1.0626,316.47
0.00000163,0.0004,0.00000008,0.0123,0.32,1.0293,287.38
0.00000163,0.0004,0.00000008,0.0123,0.27,1.0293,287.41
0.00000163,0.02,0.00000008,0.0123,0.25,1.0675,309.54
0.01,0.0004,0.01,0.0123,0.31,1.0375,311.11
0.00000163,0.04,0.00000008,0.0123,0.2,1.0752,313.99
0.00000163,0.01,0.00000008,0.0123,0.32,1.0305,303.64
0.01,0.01,0.00000008,0.0123,0.04,1.0625,315.94
0.00000163,0.07,0.00000008,0.0123,0.22,1.0947,317.59
0.01,0.0004,0.00000009,0.0123,0.35,1.0305,308.37
0.00000163,0.01,0.03,0.0123,0.28,1.0584,309
0.00000163,0.05,0.00000008,0.0123,0.16,1.0868,315.07
0.035,0.01,0.00000008,0.0123,0.21,1.1225,321.37
0.015,0.02,0.00000009,0.0123,0.22,1.1117,322.05
0.02,0.0004,0.02,0.0123,0.31,1.0859,310.41
0.01,0.02,0.00000007,0.0123,0.26,1.0678,319.89
0.01,0.06,0.00000008,0.0123,0.3,1.1009,324.62
0.03,0.01,0.00000008,0.0123,0.23,1.1026,321.04
0.00000163,0.05,0.00000009,0.0123,0.18,1.1001,316.14
0.02,0.01,0.01,0.0123,0.23,1.0518,319.39
0.015,0.01,0.00000008,0.0123,0.28,1.1022,319.52
0.00000163,0.0004,0.01,0.0123,0.21,1.0293,292.46
0.005,0.08,0.00000009,0.0123,0.21,1.1126,325.51
0.00000163,0.06,0.03,0.0123,0.3,1.0988,314.62
0.02,0.0004,0.00000008,0.0123,0.14,1.0727,317.86
0.04,0.04,0.00000008,0.0123,0.21,1.1564,326.06
0.04,0.0004,0.00000008,0.0123,0.24,1.095,316.83
0.00000163,0.0004,0.04,0.0123,0.13,1.0294,292.97
0.00000163,0.07,0.05,0.0123,0.26,1.1066,315.28
0.02,0.02,0.01,0.0123,0.19,1.0609,321.52
0.03,0.01,0.00000008,0.0123,0.28,1.1182,321.42
0.01,0.04,0.07,0.0123,0.22,1.0782,322.19
0.02,0.02,0.02,0.0123,0.2,1.1271,321.76
0.00000163,0.01,0.11,0.0123,0.22,1.055,304.45
0.05,0.02,0.00000008,0.0123,0.23,1.0657,322.22
0.03,0.0004,0.00000008,0.0123,0.24,1.1065,314.99
0.03,0.01,0.03,0.0123,0.19,1.1209,320.31
0.00000163,0.03,0.00000007,0.0123,0.24,1.057,310.82
0.00000163,0.0004,0.00000009,0.0123,0.28,1.0293,287.4
0.00000163,0.04,0.00000008,0.0123,0.18,1.0926,314.25
0.03,0.03,0.01,0.0123,0.2,1.1457,324.61
0.015,0.0004,0.00000008,0.0123,0.12,1.0633,308.56
0.00000163,0.0004,0.0000001,0.0123,0.16,1.0306,288.6
0.00000163,0.02,0.00000008,0.0123,0.12,1.066,309.72
0.01,0.01,0.04,0.0123,0.19,1.0546,317.22
0.03,0.02,0.08,0.0123,0.19,1.0662,322.85
0.05,0.01,0.00000008,0.0123,0.32,1.127,322.37
0.02,0.03,0.02,0.0123,0.29,1.1411,323.86
0.02,0.04,0.00000008,0.0123,0.12,1.1312,324.45
0.00000163,0.04,0.00000008,0.0123,0.14,1.0662,313.72
0.06,0.01,0.01,0.0123,0.25,1.1159,322.3
0.02,0.02,0.00000008,0.0123,0.24,1.1183,322.62
0.00000163,0.01,0.00000008,0.0123,0.04,1.0555,305.57
0.00000163,0.03,0.01,0.0123,0.19,1.0824,311.12
0.09,0.02,0.01,0.0123,0.18,1.1448,324.69
0.01,0.0004,0.00000008,0.0123,0.28,1.0305,308.63
0.04,0.02,0.08,0.0123,0.21,1.1249,326.75
0.025,0.0004,0.00000008,0.0123,0.2,1.1012,315.17
0.08,0.02,0.00000008,0.0123,0.23,1.1393,325.15
0.00000163,0.03,0.1,0.0123,0.22,1.0748,309.74
0.00000163,0.01,0.03,0.0123,0.3,1.0571,303.9
0.00000163,0.05,0.00000008,0.0123,0.2,1.0852,315.28
0.00000163,0.05,0.00000008,0.0123,0.18,1.0806,315.13
0.02,0.01,0.05,0.0123,0.24,1.12,319.66
0.005,0.03,0.00000008,0.0123,0.16,1.0812,320.51
0.03,0.0004,0.06,0.0123,0.27,1.0334,311.48
0.01,0.1,0.00000008,0.0123,0.19,1.1615,328.73
0.00000163,0.0004,0.1,0.0123,0.19,1.0315,291.01
0.01,0.01,0.00000009,0.0123,0.4,1.0564,317.18
0.06,0.0004,0.05,0.0123,0.17,1.1002,315.75
0.015,0.02,0.00000008,0.0123,0.21,1.1115,321.66
0.04,0.06,0.05,0.0123,0.25,1.1698,327.83
0.04,0.04,0.00000008,0.0123,0.24,1.1569,326.63
0.03,0.0004,0.00000008,0.0123,0.27,1.0293,312.47
0.00000163,0.03,0.00000008,0.0123,0.18,1.0547,310.84
0.00000163,0.07,0.00000008,0.0123,0.21,1.0958,317.65
0.015,0.03,0.00000008,0.0123,0.16,1.1207,323.38
0.01,0.08,0.00000008,0.0123,0.24,1.1097,325.8
0.01,0.0004,0.00000008,0.0123,0.26,1.0293,308.53
0.04,0.0004,0.00000008,0.0123,0.3,1.0862,316.69
0.00000163,0.02,0.00000007,0.0123,0.22,1.0306,307.71
0.02,0.01,0.00000008,0.0123,0.04,1.075,318.31
0.00000163,0.02,0.00000008,0.0123,0.1,1.0685,309.74
0.035,0.0004,0.00000007,0.0123,0.21,1.0994,316.34
0.025,0.0004,0.00000008,0.0123,0.04,1.0692,313.95
0.01,0.03,0.04,0.0123,0.21,1.0735,321.11
0.05,0.0004,0.00000008,0.0123,0.25,1.0948,317.73
0.00000163,0.04,0.00000008,0.0123,0.18,1.0877,314.5
0.02,0.0004,0.00000008,0.0123,0.06,1.0908,312.86
0.04,0.03,0.00000008,0.0123,0.16,1.1465,325.34
0.05,0.02,0.00000008,0.0123,0.22,1.1349,324.3
0.015,0.0004,0.00000008,0.0123,0.18,1.0643,316.27
0.02,0.06,0.05,0.0123,0.25,1.1515,326.24
0.08,0.06,0.00000008,0.0123,0.19,1.1664,328.75
0.00000163,0.06,0.00000008,0.0123,0.21,1.1009,317.07
0.00000163,0.03,0.00000008,0.0123,0.28,1.0786,311.85
0.05,0.01,0.02,0.0123,0.19,1.0496,321.35
0.01,0.01,0.06,0.0123,0.17,1.1045,316.94
0.01,0.0004,0.00000008,0.0123,0.3,1.0306,308.57
0.00000163,0.02,0.00000007,0.0123,0.21,1.0306,307.73
0.00000163,0.01,0.00000007,0.0123,0.22,1.0306,303.8
0.04,0.02,0.02,0.0123,0.29,1.1292,323.51
0.005,0.02,0.00000008,0.0123,0.21,1.0681,318.71
0.005,0.04,0.00000008,0.0123,0.22,1.0863,321.8
0.02,0.0004,0.00000008,0.0123,0.25,1.0713,317.62
0.02,0.09,0.02,0.0123,0.2,1.1414,325.48
0.04,0.0004,0.08,0.0123,0.19,1.0324,313.67
0.005,0.0004,0.00000009,0.0123,0.06,1.064,310.15
0.01,0.03,0.00000009,0.0123,0.24,1.084,321.64
0.05,0.06,0.02,0.0123,0.25,1.0949,326.94
0.00000163,0.3,0.00000008,0.0124,0.2,1.1374,325
0.05,0.0004,0.00000008,0.0123,0.26,1.0293,314.63
0.00000163,0.11,0.00000008,0.0123,0.24,1.1145,320.19
0.01,0.05,0.00000008,0.0123,0.08,1.1006,323.01
0.06,0.01,0.03,0.0123,0.24,1.1058,321.38
0.025,0.02,0.00000008,0.0123,0.26,1.1314,323.07
0.00000163,0.02,0.00000008,0.0123,0.45,1.0303,307.28
0.00000163,0.05,0.00000008,0.0123,0.26,1.076,314.93
0.015,0.03,0.00000008,0.0123,0.12,1.1249,322.68
0.01,0.04,0.00000008,0.0123,0.18,1.0933,322.79
0.015,0.03,0.00000008,0.0123,0.12,1.1213,322.76
0.01,0.04,0.07,0.0123,0.26,1.135,324.3
0.025,0.0004,0.00000008,0.0123,0.04,1.0692,313.95
0.00000163,0.02,0.03,0.0123,0.27,1.0617,306.14
0.025,0.03,0.00000009,0.0123,0.16,1.1381,324.18
0.005,0.01,0.00000009,0.0123,0.14,1.0575,315.54
0.00000163,0.05,0.02,0.0123,0.32,1.0865,313.71
0.04,0.01,0.00000008,0.0123,0.24,1.1248,321.75
0.05,0.0004,0.04,0.0123,0.17,1.0691,314.73
0.05,0.0004,0.1,0.0123,0.19,1.0347,312.77
0.01,0.05,0.00000008,0.0123,0.24,1.0954,323.71
0.00000163,0.05,0.04,0.0123,0.27,1.0938,312.82
0.025,0.02,0.00000008,0.0123,0.3,1.1337,323.05
0.01,0.0004,0.04,0.0123,0.26,1.0697,308.96
0.025,0.01,0.00000008,0.0123,0.18,1.1189,320.44
0.05,0.02,0.00000008,0.0123,0.21,1.0658,322.25
0.01,0.01,0.08,0.0123,0.19,1.1051,317.68
0.015,0.01,0.00000008,0.0123,0.22,1.1036,319.22
0.00000163,0.06,0.06,0.0123,0.21,1.0805,312.76
0.04,0.01,0.02,0.0123,0.27,1.1275,321.73
0.015,0.06,0.00000008,0.0123,0.2,1.1384,326.06
0.025,0.0004,0.00000007,0.0123,0.21,1.1022,312.73
0.03,0.04,0.00000008,0.0123,0.1,1.144,325.39
0.00000163,0.04,0.06,0.0123,0.25,1.0888,311.11
0.00000163,0.02,0.00000008,0.0123,0.24,1.0293,306.85
0.00000163,0.02,0.02,0.0123,0.21,1.0658,304.27
0.00000163,0.01,0.00000008,0.0123,0.45,1.0303,303.37
0.02,0.05,0.00000008,0.0123,0.21,1.1293,325.39
0.00000163,0.1,0.00000008,0.0123,0.3,1.0956,319.26
0.01,0.06,0.02,0.0123,0.14,1.1476,324.86
0.015,0.0004,0.00000007,0.0123,0.12,1.064,308.59
0.005,0.05,0.00000008,0.0123,0.21,1.0957,322.62
0.035,0.04,0.00000008,0.0123,0.2,1.1522,326.2
0.005,0.04,0.00000008,0.0123,0.16,1.0925,321.58
0.01,0.06,0.00000008,0.0123,0.26,1.1374,325.41
0.02,0.01,0.02,0.0123,0.22,1.0499,319.17
0.005,0.0004,0.00000009,0.0123,0.26,1.0306,306.08
0.01,0.01,0.00000008,0.0123,0.18,1.0611,317.09
